,chords
270241,"['Emin', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'G', 'Emin', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'G', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'Dmin', 'Emin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'Dmin', 'Emin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'C', 'Emin', 'D', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'C', 'Emin', 'D', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'Bmin', 'C', 'Amin', 'D', 'Emin', 'G', 'Bmin', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'Amin', 'Fmaj7', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'Amin', 'Fmaj7', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Emin', 'Amin', 'G', 'Emin', 'Amin', 'G', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Amin', 'F', 'E', 'Amin', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'F', 'E', 'Amin', 'F', 'E', 'Amin', 'F', 'E', 'Amin', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Amin', 'G', 'F', 'E', 'Bsus4', 'Bmin', 'Asus2', 'G', 'Asus2', 'G', 'Asus2', 'G', 'Asus2', 'Bsus4', 'Asus2', 'G', 'Asus2', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'Bmin', 'Asus2', 'G', 'Asus2', 'G', 'Asus2', 'G', 'Asus2', 'Bsus4', 'Asus2', 'G', 'Asus2', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'Asus2', 'Bsus4', 'Asus2', 'G', 'Asus2', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'C', 'C', 'G', 'Amin', 'F', 'G', 'C', 'C', 'G', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'Fmaj7', 'Emin', 'F', 'Emin', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'G', 'Amin', 'F', 'G', 'C', 'C', 'G', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'Fmaj7', 'Emin', 'F', 'Emin', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'G', 'Dmin', 'F', 'D', 'A', 'Emin', 'G', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'Gmin', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Emin', 'Bmin7', 'G', 'Asus2', 'Bmin', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Bb', 'F', 'Bb', 'Gmin', 'C', 'Gmin', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Bb', 'F', 'Gmin', 'C', 'Gmin', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Emin', 'G', 'D', 'Cadd9', 'Emin', 'G', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'D', 'Emin', 'G', 'D', 'Cadd9', 'Emin', 'G', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'Cadd9', 'G', 'Emin', 'D', 'Dsus4', 'D', 'Dsus4', 'Cadd9', 'G', 'Emin', 'D', 'Cadd9', 'G', 'Emin', 'D', 'Emin', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F']"
271173,"['C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C']"
271274,"['Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'Amin', 'Fmaj7', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'Amin', 'Fmaj7', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin', 'G', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin']"
271330,"['C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F']"
272835,"['G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'C', 'Amin', 'C', 'Amin', 'G', 'Emin', 'G', 'Emin', 'D7', 'C', 'G', 'Emin', 'G', 'Emin', 'C', 'Amin', 'D7', 'C', 'G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'G', 'Emin', 'C', 'G', 'C', 'G', 'Emin', 'G', 'Emin', 'D7', 'C', 'G', 'Emin', 'G', 'Emin', 'G', 'C', 'G', 'C', 'A']"
276520,"['Emin', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'Emin', 'D', 'Amin', 'C', 'Emin', 'D', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C', 'G', 'Amin', 'Emin', 'C']"
278201,"['C', 'C', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C']"
302450,"['C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Emin', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'D', 'G', 'D', 'G', 'D', 'Amin', 'C', 'Emin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Emin', 'G', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Emin', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'D', 'G', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Emin', 'G']"
322835,"['D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'Fsmin', 'E', 'D', 'A', 'D', 'A', 'D', 'A', 'Fsmin', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'Fsmin', 'E', 'D', 'A', 'D', 'A', 'D', 'A', 'Fsmin', 'E', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'Fsmin', 'E', 'A', 'E', 'D', 'E', 'D', 'E', 'D', 'A', 'D', 'A', 'D', 'A', 'E', 'Fsmin', 'E', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'Fsmin', 'E', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'Fsmin', 'E', 'A', 'Fsmin', 'E', 'A', 'Fsmin', 'E', 'A']"
323708,"['C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'D', 'C', 'D', 'C', 'Emin', 'D', 'C', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'D', 'C', 'D', 'C', 'Emin', 'D', 'C', 'D', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'D', 'C', 'D', 'C', 'Emin', 'D', 'C', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'D', 'C', 'D', 'C', 'Emin', 'D', 'C', 'D', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C']"
327136,"['C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G']"
